ID,Dir,DNA1,DNA2,DNA3,RNA1,RNA2,RNA3
KUUAE0120,CW,0,0,0,0,0,0
KUUAE0122,CCW,1624,1777,2981,88,52,43
KUUAE0122,CW,1404,1495,2509,298,171,201
KUUAE0124,CCW,1560,1546,2866,233,171,138
KUUAE0124,CW,1935,2044,3635,406,230,285
KUUAE0127,CCW,384,432,767,269,163,253
KUUAE0127,CW,844,931,1586,197,120,135
KUUAE0129,CCW,1465,1516,2648,2084,1312,1843
KUUAE0129,CW,1462,1509,2750,2418,1167,1065
KUUAE0131,CCW,1648,1669,3281,676,401,499
KUUAE0131,CW,1568,1599,2855,3527,2180,2642
KUUAE0133B,CCW,0,0,0,0,0,0
KUUAE0133B,CW,1669,1722,3223,549,325,365
KUUAE0133C,CCW,7,8,11,0,0,0
KUUAE0133,CCW,1093,1155,2122,184,132,121
KUUAE0133C,CW,2506,2618,4533,397,201,242
KUUAE0133,CW,2310,2376,4026,1099,685,589
KUUAE0135,CCW,944,1070,1519,1143,559,763
KUUAE0135,CW,842,814,1217,896,495,523
KUUAE0137,CCW,0,0,0,0,0,0
KUUAE0137,CW,0,0,0,0,0,0
KUUAE0139,CCW,1398,1378,2716,533,403,369
KUUAE0139,CW,1776,1823,3129,2100,1533,1799
KUUAE0141,CCW,1601,1555,2806,864,545,742
KUUAE0141,CW,1372,1549,2586,375,303,391
KUUAE0143,CCW,0,0,0,0,0,0
KUUAE0143,CW,0,0,0,0,0,0
KUUAE0145,CCW,1411,1530,2739,625,441,443
KUUAE0145,CW,1408,1485,2621,1702,881,1103
KUUAE0147,CCW,1568,1685,2951,3382,2107,2575
KUUAE0147,CW,1269,1351,2452,6841,3749,4878
KUUAE0149,CCW,1835,1903,3426,19,5,9
KUUAE0149,CW,2239,2243,4024,284,166,255
KUUAE0151B,CCW,0,0,0,0,0,0
KUUAE0151B,CW,2290,2152,4037,657,289,351
KUUAE0151C,CCW,22,25,21,4,0,0
KUUAE0151,CCW,2547,2646,4750,4307,2668,3576
KUUAE0151C,CW,2768,2526,4682,1481,797,723
KUUAE0151,CW,2248,2201,4190,2970,1771,2171
KUUAE0153,CCW,0,0,0,0,0,0
KUUAE0153,CW,0,0,0,0,0,0
KUUAT0001,CCW,1267,1319,2343,157,91,127
KUUAT0001,CW,887,1005,1663,1184,658,986
KUUAT0002,CCW,706,770,1390,213,139,191
KUUAT0002,CW,1326,1463,2638,912,475,694
KUUAT0004,CCW,1622,1845,3240,760,474,696
KUUAT0004,CW,1745,1785,3283,2635,1646,2105
KUUAT0005,CCW,1622,1772,2984,283,144,182
KUUAT0005,CW,1261,1337,2351,737,367,535
KUUAT0006,CCW,1758,1895,3489,912,713,930
KUUAT0006,CW,1126,1150,2052,254,110,206
KUUAT0009,CCW,0,0,0,0,0,0
KUUAT0009,CW,0,0,0,0,0,0
KUUAT0010B,CCW,0,0,0,0,0,0
KUUAT0010B,CW,0,0,0,0,0,0
KUUAT0010C,CCW,33,24,33,0,0,1
KUUAT0010,CCW,1192,1317,2277,188,113,186
KUUAT0010C,CW,2966,3171,5380,176,88,102
KUUAT0010,CW,1109,1190,1971,92,46,69
KUUAT0011,CCW,1643,1639,3089,430,270,294
KUUAT0011,CW,1364,1289,2572,1676,980,1316
KUUAT0012,CCW,992,1053,1808,378,230,271
KUUAT0012,CW,736,796,1532,32,18,31
KUUAT0013,CCW,1725,1830,3205,170,141,210
KUUAT0013,CW,1982,2050,3689,1335,709,944
KUUAT0015,CCW,785,816,1246,1796,1121,1550
KUUAT0015,CW,609,660,943,1302,691,1135
KUUAT0016,CCW,0,0,0,0,0,0
KUUAT0016,CW,0,0,0,0,0,0
KUUAT0017,CCW,1722,1791,3229,72,46,66
KUUAT0017,CW,1922,1903,3471,888,544,643
KUUAT0018,CCW,0,0,0,0,0,0
KUUAT0018,CW,0,0,0,0,0,0
KUUAT0019,CCW,1272,1262,2363,205,200,320
KUUAT0019,CW,1484,1547,2833,262,150,200
KUUAT0020,CCW,1773,1927,3380,52,29,56
KUUAT0020,CW,2285,2294,4037,582,381,349
KUUAT0021B,CCW,0,0,0,0,0,0
KUUAT0021B,CW,1917,1963,3352,1693,887,1088
KUUAT0021C,CCW,31,23,26,5,2,1
KUUAT0021,CCW,1046,1073,1827,242,208,180
KUUAT0021C,CW,2932,2718,5211,1797,1068,1258
KUUAT0021,CW,880,960,1629,890,573,514
KUUAT0023,CCW,1251,1294,2333,941,514,847
KUUAT0023,CW,1466,1538,2784,334,158,186
KUUAT0024,CCW,53,21,12,2,1,3
KUUAT0024,CW,64,15,28,2,1,9
KUUAT0026,CCW,2139,2127,4052,1864,1025,1476
KUUAT0026,CW,1990,2145,3706,1689,1150,1230
KUUAT0027,CCW,0,0,0,0,0,0
KUUAT0027,CW,0,0,0,0,0,0
KUUAT0028,CCW,1586,1507,2846,894,554,713
KUUAT0028,CW,1300,1377,2531,277,183,255
KUUAT0029,CCW,1082,1139,2008,139,92,84
KUUAT0029,CW,1347,1409,2486,1567,897,1131
KUUAT0030,CCW,1688,1914,3223,351,223,312
KUUAT0030,CW,1305,1368,2466,1736,993,1274
KUUAT0031,CCW,845,975,1630,180,115,129
KUUAT0031,CW,144,147,136,184,144,132
KUUAT0032,CCW,1655,1610,2854,1756,1245,1557
KUUAT0032,CW,1075,1162,2011,917,560,568
KUUAT0033,CCW,2056,2243,4021,1255,785,968
KUUAT0033,CW,2094,2323,3943,2107,1379,1513
KUUAT0034,CCW,1580,1801,2915,131,75,108
KUUAT0034,CW,1173,1187,2173,278,100,157
KUUAT0036,CCW,2259,2382,4055,51,33,82
KUUAT0036,CW,2105,2230,3919,846,482,549
KUUAT0037,CCW,2554,2666,4762,315,139,175
KUUAT0037,CW,2157,2205,3718,2007,1224,1585
KUUAT0038,CCW,1913,2050,3641,75,37,25
KUUAT0038,CW,1153,1168,2240,453,212,307
KUUAT0040,CCW,0,0,0,0,0,0
KUUAT0040,CW,0,0,0,0,0,0
KUUAT0041,CCW,0,0,0,0,0,0
KUUAT0041,CW,0,0,0,0,0,0
KUUAT0042,CCW,1374,1410,2469,2533,1413,1832
KUUAT0042,CW,966,1047,1718,3838,2297,2927
KUUAT0043B,CCW,0,0,0,0,0,0
KUUAT0043B,CW,0,0,0,0,0,0
KUUAT0043C,CCW,10,4,9,0,0,1
KUUAT0043C,CW,783,720,1077,96,110,112
KUUAT0043,CCW,992,871,1041,55,22,38
KUUAT0043,CW,2856,2936,4906,565,353,686
KUUAT0044,CCW,2206,2288,4103,200,105,116
KUUAT0044,CW,1525,1617,2940,1121,654,727
KUUAT0045,CCW,1806,1812,3371,355,218,257
KUUAT0045,CW,1280,1321,2259,1422,935,1103
KUUAT0046,CCW,0,0,0,0,0,0
KUUAT0046,CW,0,0,0,0,0,0
KUUAT0047,CCW,422,377,695,2,1,1
KUUAT0047,CW,1898,1814,3301,131,67,189
KUUAT0049B,CCW,0,0,0,0,0,0
KUUAT0049B,CW,0,0,0,0,0,0
KUUAT0049C,CCW,0,0,0,0,0,0
KUUAT0049C,CW,0,0,0,0,0,0
KUUAT0049,CCW,1307,1286,2370,4820,2918,3800
KUUAT0049,CW,1271,1385,2353,10313,5995,8283
KUUAT0051,CCW,0,0,0,0,0,0
KUUAT0051,CW,0,0,0,0,0,0
KUUAT0052,CCW,2363,2424,4064,41,23,51
KUUAT0052,CW,1645,1665,3059,245,165,168
KUUAT0055,CCW,3445,3604,6461,1243,721,799
KUUAT0055,CW,2479,2615,4920,2486,1301,1748
KUUAT0056,CCW,2205,2266,3976,732,451,598
KUUAT0056,CW,1612,1685,3062,938,514,610
KUUAT0057,CCW,1268,1416,2187,580,320,387
KUUAT0057,CW,823,920,1479,1233,638,863
KUUAT0059,CCW,1644,1643,2992,295,233,169
KUUAT0059,CW,1480,1518,2916,462,258,314
KUUAT0061,CCW,0,0,0,0,0,0
KUUAT0061,CW,0,0,0,0,0,0
KUUAT0062,CCW,2426,2446,4488,1636,957,1333
KUUAT0062,CW,1684,1813,3228,367,278,300
KUUAT0063,CCW,1883,1992,3729,457,233,203
KUUAT0063,CW,1828,2138,3637,80,38,37
KUUAT0066,CCW,1530,1761,3136,1131,629,845
KUUAT0066,CW,1954,2229,3847,1253,789,902
KUUAT0067,CCW,1281,1409,2475,172,120,180
KUUAT0067,CW,1581,1602,3057,1310,778,826
KUUAT0069,CCW,2292,2377,4223,451,288,406
KUUAT0069,CW,1853,1979,3499,1226,903,950
KUUAT0071,CCW,123,110,124,16,6,11
KUUAT0071,CW,127,124,123,108,168,114
KUUAT0072,CCW,0,0,0,0,0,0
KUUAT0072,CW,0,0,0,0,0,0
KUUAT0074,CCW,0,0,0,0,0,0
KUUAT0074,CW,0,0,0,0,0,0
KUUAT0075,CCW,1520,1594,2845,217,112,193
KUUAT0075,CW,1501,1722,2745,795,570,765
KUUAT0077,CCW,0,0,0,0,0,0
KUUAT0077,CW,0,0,0,0,0,0
KUUAT0078,CCW,2367,2474,4531,245,261,263
KUUAT0078,CW,1732,1744,3053,1721,1089,1361
KUUAT0080,CCW,0,0,0,0,0,0
KUUAT0080,CW,0,0,0,0,0,0
KUUAT0081,CCW,0,0,0,0,0,0
KUUAT0081,CW,0,0,0,0,0,0
KUUAT0084,CCW,2988,2915,5560,1435,826,1253
KUUAT0084,CW,1656,1566,2874,1163,649,836
KUUAT0085,CCW,0,0,0,0,0,0
KUUAT0085,CW,0,0,0,0,0,0
KUUAT0089,CCW,2438,2579,4670,45,160,152
KUUAT0089,CW,1405,1463,2667,148,333,388
KUUAT0090,CCW,1690,1874,3170,169,114,159
KUUAT0090,CW,2014,2143,3781,1508,808,990
KUUAT0092,CCW,2719,2691,4990,715,483,507
KUUAT0092,CW,1731,1763,3197,1936,1191,1399
KUUAT0093,CCW,2926,2940,5681,224,133,142
KUUAT0093,CW,1422,1554,2782,639,416,443
KUUAT0095,CCW,1910,2009,3496,1043,706,888
KUUAT0095,CW,3132,3298,5744,3051,1838,2101
KUUAT0096,CCW,1884,1987,3581,140,94,72
KUUAT0096,CW,1632,1637,2868,1121,699,782
KUUAT0098,CCW,2596,2578,4884,22,60,66
KUUAT0098,CW,2759,2881,5375,34,10,20
KUUAT0099,CCW,2505,2703,4745,1144,805,998
KUUAT0099,CW,2060,2071,3957,1432,888,907
KUUAT0103,CCW,0,0,0,0,0,0
KUUAT0103,CW,0,0,0,0,1,0
KUUAT0104,CCW,1384,1399,2489,620,409,487
KUUAT0104,CW,1647,1635,2991,3181,1909,2586
KUUAT0107,CCW,1751,1783,3241,18,20,15
KUUAT0107,CW,1867,1829,3556,1243,799,884
KUUAT0109,CCW,1060,1233,2054,262,194,214
KUUAT0109,CW,1274,1269,2353,557,309,381
KUUAT0111,CCW,1873,2096,3598,57,92,95
KUUAT0111,CW,1994,2075,3526,1023,677,892
KUUAT0113,CCW,0,0,0,0,0,0
KUUAT0113,CW,0,0,0,0,0,0
KUUAT0115,CCW,2164,2166,3816,637,342,481
KUUAT0115,CW,1909,2139,3595,440,214,317
KUUAT0116,CCW,2105,2132,3812,183,123,155
KUUAT0116,CW,2177,2248,4007,1232,898,759
KUUAT0119,CCW,1516,1646,2788,606,363,519
KUUAT0119,CW,1065,1071,1875,102,72,59
KUUAT0120,CCW,2246,2247,4225,196,122,122
KUUAT0120,CW,2783,2606,4797,1046,632,628
KUUAT0123,CCW,1833,1957,3580,364,291,286
KUUAT0123,CW,1450,1559,2672,332,149,166
KUUAT0124,CCW,1389,1415,2421,765,479,594
KUUAT0124,CW,1377,1483,2519,1608,872,1187
KUUAT0127,CCW,0,0,0,0,0,0
KUUAT0127,CW,0,0,0,0,0,0
KUUAT0128,CCW,1759,1746,3376,182,141,107
KUUAT0128,CW,1591,1722,3044,852,554,560
KUUAT0130,CCW,2168,2377,3999,624,455,481
KUUAT0130,CW,2343,2291,4255,1729,1090,1301
KUUAT0131B,CCW,0,0,0,0,0,0
KUUAT0131B,CW,1990,2065,3604,1209,764,873
KUUAT0131C,CCW,18,19,22,2,0,2
KUUAT0131,CCW,1568,1742,3140,1355,782,1111
KUUAT0131C,CW,1976,2042,3752,1177,636,721
KUUAT0131,CW,1880,1900,3470,1149,764,754
KUUAT0133,CCW,0,0,0,0,0,0
KUUAT0133,CW,0,0,0,0,0,0
KUUAT0134,CCW,0,0,0,0,0,0
KUUAT0134,CW,0,0,0,0,0,0
KUUAT0138,CCW,1797,2064,3429,712,487,641
KUUAT0138,CW,1872,1985,3531,1765,812,1099
KUUAT0139,CCW,656,800,1184,1038,575,793
KUUAT0139,CW,616,653,1091,996,506,726
KUUAT0141,CCW,2000,2071,3693,175,139,171
KUUAT0141,CW,1660,1710,3196,278,110,136
KUUAT0142,CCW,939,1010,1763,48,33,41
KUUAT0142,CW,870,930,1585,422,215,305
KUUAT0144,CCW,0,0,0,0,0,0
KUUAT0144,CW,0,0,0,0,0,0
KUUAT0145,CCW,2192,2315,4257,1182,713,1003
KUUAT0145,CW,1489,1573,2659,1288,743,894
KUUAT0147,CCW,2473,2420,4405,881,457,452
KUUAT0147,CW,2123,2204,3957,1843,1058,1174
KUUAT0148,CCW,2582,2743,5029,12,2,6
KUUAT0148,CW,2158,2163,4020,35,6,13
KUUAT0151,CCW,2423,2493,4438,238,229,242
KUUAT0151,CW,2040,2175,4031,2082,1257,1578
KUUAT0153,CCW,1954,2235,3868,855,525,756
KUUAT0153,CW,1309,1273,2221,773,386,428
KUUAT0156,CCW,1440,1488,2469,1339,964,1459
KUUAT0156,CW,1142,1112,1964,497,359,484
KUUAT0157,CCW,2242,2253,4200,135,112,140
KUUAT0157,CW,1778,1834,3184,3025,1722,2453
KUUUT0001B,CCW,0,0,0,0,0,0
KUUUT0001B,CW,2304,2302,4101,549,299,364
KUUUT0001C,CCW,35,40,38,6,0,1
KUUUT0001C,CW,1661,1635,3014,507,289,257
KUUUT0001,CCW,1719,1805,3127,323,286,377
KUUUT0001,CW,1583,1735,2987,1769,1038,1039
KUUUT0002,CCW,1749,1858,3443,173,62,129
KUUUT0002,CW,1768,1875,3358,1247,813,818
KUUUT0004,CCW,0,0,0,0,0,0
KUUUT0004,CW,0,0,0,0,0,0
KUUUT0005,CCW,1795,1813,3134,518,361,405
KUUUT0005,CW,1772,1840,3331,1110,745,971
KUUUT0006,CCW,2444,2597,4493,1026,669,965
KUUUT0006,CW,1756,1774,3122,730,409,390
KUUUT0007,CCW,1511,1690,2719,40,26,18
KUUUT0007,CW,1386,1520,2557,726,500,551
KUUUT0008,CCW,2402,2289,4108,231,152,236
KUUUT0008,CW,2757,2866,5157,1452,794,976
KUUUT0010,CCW,2184,2195,3955,597,272,326
KUUUT0010,CW,1937,2149,3626,4282,2423,3271
KUUUT0011B,CCW,0,0,0,0,0,0
KUUUT0011B,CW,1663,1789,3332,149,62,80
KUUUT0011C,CCW,1,4,8,0,0,0
KUUUT0011,CCW,1678,1741,3044,119,48,93
KUUUT0011C,CW,2070,2109,3947,24,20,23
KUUUT0011,CW,2266,2410,4109,40,30,26
KUUUT0012,CCW,1798,1916,3451,447,289,373
KUUUT0012,CW,2548,2687,4706,5018,3021,3751
KUUUT0013,CCW,1412,1589,2336,77,32,62
KUUUT0013,CW,1190,1213,2020,129,68,92
KUUUT0014,CCW,2521,2761,4620,571,361,483
KUUUT0014,CW,2340,2474,4325,636,339,405
KUUUT0015,CCW,2619,2838,4908,393,378,520
KUUUT0015,CW,1422,1494,2549,3449,2189,3062
KUUUT0016,CCW,1154,1225,2077,332,216,254
KUUUT0016,CW,1245,1339,2376,1004,548,587
KUUUT0017,CCW,668,710,1259,272,152,251
KUUUT0017,CW,514,567,906,693,505,505
KUUUT0018,CCW,2125,2216,3847,195,188,240
KUUUT0018,CW,2042,2046,3842,554,87,141
KUUUT0019,CCW,2139,2259,3763,79,61,71
KUUUT0019,CW,1865,1865,3419,1849,1056,1275
KUUUT0020B,CCW,0,0,0,0,0,0
KUUUT0020B,CW,1825,1769,3133,3701,2404,3340
KUUUT0020C,CCW,42,48,31,16,8,11
KUUUT0020C,CW,2101,2166,3832,5981,3509,4560
KUUUT0020,CCW,2254,2414,4025,1254,925,1195
KUUUT0020,CW,1524,1634,2641,4653,3123,4235
KUUUT0021B,CCW,0,0,0,0,0,0
KUUUT0021B,CW,1684,1808,3206,1870,1245,1585
KUUUT0021C,CCW,49,54,64,13,2,3
KUUUT0021,CCW,1916,1970,3336,5679,3606,5046
KUUUT0021C,CW,2171,2217,4120,1496,717,951
KUUUT0021,CW,2906,3108,5236,17164,9747,15065
KUUUT0022,CCW,2053,2185,3788,1858,1165,1465
KUUUT0022,CW,1736,1737,3246,2031,1188,1224
KUUUT0023,CCW,1996,2090,3773,821,525,672
KUUUT0023,CW,994,974,1897,2349,1347,1648
KUUUT0024,CCW,1528,1582,2760,44,28,19
KUUUT0024,CW,1419,1364,2519,709,377,388
KUUUT0025,CCW,0,0,0,0,0,0
KUUUT0025,CW,0,0,0,0,0,0
KUUUT0026,CCW,2646,2725,4776,219,100,107
KUUUT0026,CW,1853,2037,3403,963,625,469
KUUUT0027,CCW,0,0,0,0,0,0
KUUUT0027,CW,0,0,0,0,0,0
KUUUT0028,CCW,0,0,0,0,0,0
KUUUT0028,CW,0,0,0,0,0,0
KUUUT0029B,CCW,0,0,0,0,0,0
KUUUT0029B,CW,1422,1550,2806,712,390,659
KUUUT0029C,CCW,45,33,41,2,0,0
KUUUT0029C,CW,1257,1248,2480,712,321,307
KUUUT0029,CCW,1587,1847,2985,2237,1406,1936
KUUUT0029,CW,1863,1941,3431,2377,1248,1556
KUUUT0030,CCW,0,0,0,0,0,0
KUUUT0030,CW,0,0,0,0,0,0
KUUUT0031,CCW,1839,1927,3426,121,66,91
KUUUT0031,CW,2087,2206,3914,269,169,219
KUUUT0032,CCW,1989,2092,3706,152,117,143
KUUUT0032,CW,1936,2022,3589,79,19,40
KUUUT0033,CCW,2039,2202,3965,89,54,78
KUUUT0033,CW,2259,2461,4451,1913,1176,1401
KUUUT0035,CCW,1588,1640,3118,513,374,484
KUUUT0035,CW,1705,1773,3318,4494,2582,3892
KUUUT0036,CCW,1475,1607,2738,1104,549,823
KUUUT0036,CW,805,816,1438,1158,682,800
KUUUT0037,CCW,1298,1326,2303,144,67,77
KUUUT0037,CW,1042,1131,1920,1532,975,1358
KUUUT0038,CCW,0,0,0,0,0,0
KUUUT0038,CW,0,0,0,0,0,0
KUUUT0039,CCW,418,496,749,907,479,614
KUUUT0039,CW,1105,1214,1867,5408,2725,4159
KUUUT0040,CCW,1731,1880,3285,114,93,124
KUUUT0040,CW,2540,2598,4655,698,381,330
KUUUT0041,CCW,1807,1939,3520,192,115,149
KUUUT0041,CW,1569,1582,2933,3172,1808,2478
KUUUT0042,CCW,0,0,0,0,0,0
KUUUT0042,CW,0,0,0,0,0,0
KUUUT0043B,CCW,0,0,0,0,0,0
KUUUT0043B,CW,1958,2029,3730,6446,3742,4686
KUUUT0043C,CCW,34,38,45,19,9,14
KUUUT0043,CCW,1492,1642,2815,6696,4047,5023
KUUUT0043C,CW,1708,1782,3290,6416,3979,4142
KUUUT0043,CW,1452,1558,2726,14456,8693,12146
KUUUT0044B,CCW,0,0,0,0,0,0
KUUUT0044B,CW,2178,2100,3766,1082,649,1002
KUUUT0044C,CCW,28,23,24,3,4,2
KUUUT0044C,CW,1816,1826,3359,3331,2210,2823
KUUUT0044,CCW,747,859,1229,2073,1466,1957
KUUUT0044,CW,824,843,1305,1557,1156,1656
KUUUT0045,CCW,2757,2903,5239,143,126,125
KUUUT0045,CW,5466,5601,9852,3696,2043,2167
KUUUT0046,CCW,1317,1295,2446,16,13,11
KUUUT0046,CW,979,924,1826,54,35,36
KUUUT0047,CCW,531,591,859,757,415,566
KUUUT0047,CW,591,699,1010,1875,981,1152
KUUUT0048,CCW,1524,1717,2900,483,284,303
KUUUT0048,CW,642,663,1202,628,343,456
KUUUT0049,CCW,11,5,2,0,0,0
KUUUT0049,CW,8,4,7,1,1,1
KUUUT0050,CCW,1234,1324,2362,359,156,232
KUUUT0050,CW,721,801,1386,700,447,436
KUUUT0051,CCW,598,637,966,787,410,663
KUUUT0051,CW,694,743,1049,1059,458,693
KUUUT0052,CCW,0,0,0,0,0,0
KUUUT0052,CW,0,0,0,0,0,0
KUUUT0053,CCW,1871,1935,3419,665,525,670
KUUUT0053,CW,1593,1665,2850,3193,2065,2762
KUUUT0054B,CCW,0,0,0,0,0,0
KUUUT0054B,CW,1738,1797,3308,1373,701,999
KUUUT0054C,CCW,31,35,27,6,1,5
KUUUT0054C,CW,1332,1372,2319,3775,1945,2845
KUUUT0054,CCW,2045,2249,4010,1901,1109,1371
KUUUT0054,CW,1968,2078,3619,5102,2901,3505
KUUUT0055,CCW,0,0,0,0,0,0
KUUUT0055,CW,0,0,0,0,0,0
KUUUT0057,CCW,2119,2116,3880,108,90,85
KUUUT0057,CW,1714,1716,3098,1715,1003,1261
KUUUT0059,CCW,1563,1605,2959,253,136,162
KUUUT0059,CW,1685,1708,3148,4272,2113,3485
KUUUT0061,CCW,913,1072,1548,2015,1053,1290
KUUUT0061,CW,1175,1256,1829,3072,1537,2285
KUUUT0063,CCW,1584,1636,2932,2259,1462,1513
KUUUT0063,CW,1548,1630,2846,3873,2250,2878
KUUUT0065,CCW,1648,1668,3078,327,240,261
KUUUT0065,CW,826,792,1568,953,555,805
KUUUT0067,CCW,990,1087,1890,488,148,171
KUUUT0067,CW,938,939,1641,2048,1071,1564
KUUUT0069,CCW,0,0,0,0,0,0
KUUUT0069,CW,0,0,0,0,0,0
KUUUT0071,CCW,1697,1752,3066,340,273,325
KUUUT0071,CW,1311,1298,2453,743,461,533
KUUUT0073,CCW,0,0,0,0,0,0
KUUUT0073,CW,0,0,0,0,0,0
KUUUT0076,CCW,0,0,0,0,0,0
KUUUT0076,CW,0,0,0,0,0,0
KUUUT0078,CCW,2458,2349,4362,611,346,365
KUUUT0078,CW,1028,1035,1940,1548,801,1155
KUUUT0080,CCW,1349,1302,2446,201,186,215
KUUUT0080,CW,2105,1990,3552,2697,1631,2078
KUUUT0082,CCW,1518,1765,3140,1701,915,1207
KUUUT0082,CW,1017,1049,1970,1266,738,840
KUUUT0084,CCW,812,982,1422,1234,622,878
KUUUT0084,CW,562,635,920,2118,1051,1308
KUUUT0086,CCW,1515,1542,2695,165,111,127
KUUUT0086,CW,1775,1926,3250,325,208,325
KUUUT0088,CCW,2019,2127,3778,642,411,662
KUUUT0088,CW,1646,1615,2996,7032,4352,6512
KUUUT0090,CCW,1261,1247,2164,112,66,69
KUUUT0090,CW,1587,1539,2750,36,25,18
KUUUT0092,CCW,0,0,0,0,0,0
KUUUT0092,CW,0,0,0,0,0,0
KUUUT0094,CCW,584,662,962,1593,824,998
KUUUT0094,CW,1210,1348,2031,4096,2164,3228
KUUUT0096,CCW,445,471,768,1311,803,984
KUUUT0096,CW,835,874,1503,4703,2665,3437
KUUUT0098,CCW,1274,1217,2353,135,76,72
KUUUT0098,CW,869,856,1625,1000,668,776
KUUUT0100,CCW,916,993,1784,929,501,646
KUUUT0100,CW,1126,1151,2051,1850,1004,1353
KUUUT0102B,CCW,0,0,0,0,0,0
KUUUT0102B,CW,1109,1197,2063,1753,900,1352
KUUUT0102C,CCW,47,36,46,1,0,1
KUUUT0102,CCW,1164,1115,2076,1662,947,1231
KUUUT0102C,CW,1852,1697,3252,471,319,437
KUUUT0102,CW,1336,1409,2469,2575,1507,1884
KUUUT0104,CCW,0,0,0,0,0,0
KUUUT0104,CW,0,0,0,0,0,0
KUUUT0106B,CCW,0,0,0,0,0,0
KUUUT0106B,CW,2454,2390,4338,7,3,9
KUUUT0106C,CCW,16,13,17,1,0,0
KUUUT0106,CCW,1077,1165,1875,21,30,32
KUUUT0106C,CW,1439,1328,1846,131,55,73
KUUUT0106,CW,3822,4044,7470,199,82,81
KUUUT0108,CCW,1700,1764,3189,154,85,83
KUUUT0108,CW,939,936,1660,208,84,112
KUUUT0110B,CCW,0,0,0,0,0,0
KUUUT0110B,CW,1619,1785,3171,4570,2472,3290
KUUUT0110C,CCW,0,0,0,0,0,0
KUUUT0110C,CW,0,0,1,0,0,1
KUUUT0110,CCW,979,968,1576,1606,943,1266
KUUUT0110,CW,1008,1008,1569,5383,3134,4172
KUUUT0113,CCW,1843,1924,3479,1405,971,1154
KUUUT0113,CW,1189,1256,2247,1405,872,942
KUUUT0116,CCW,1780,1867,3243,890,447,667
KUUUT0116,CW,1149,1194,2310,567,313,365
KUUUT0118,CCW,1351,1291,2461,547,292,355
KUUUT0118,CW,1668,1686,3055,1920,999,1302
KUUUT0120,CCW,1,0,0,0,0,0
KUUUT0120,CW,0,0,0,0,0,0
KUUUT0122B,CCW,0,0,0,0,0,0
KUUUT0122B,CW,1959,2047,3648,5281,3350,4274
KUUUT0122C,CCW,65,81,83,13,11,16
KUUUT0122,CCW,1136,1102,1869,1103,489,655
KUUUT0122C,CW,1681,1833,3164,3587,2089,2398
KUUUT0122,CW,977,1057,1761,2998,1915,2162
KUUUT0124,CCW,0,0,0,0,0,0
KUUUT0124,CW,0,0,0,0,0,0
KUUUT0126B,CCW,0,0,0,0,0,0
KUUUT0126B,CW,2315,2133,3906,32,30,38
KUUUT0126C,CCW,25,14,12,4,2,0
KUUUT0126,CCW,1782,1889,3245,614,387,504
KUUUT0126C,CW,2355,2299,4159,1116,651,814
KUUUT0126,CW,1143,1123,1927,690,417,461
KUUUT0128,CCW,0,0,0,0,0,0
KUUUT0128,CW,0,0,0,0,0,0
KUUUT0130B,CCW,0,0,0,0,0,0
KUUUT0130B,CW,1632,1615,2947,1341,776,898
KUUUT0130C,CCW,16,16,16,2,1,2
KUUUT0130C,CW,2796,2611,4871,3131,1806,1932
KUUUT0130,CCW,803,850,1325,2059,1118,1758
KUUUT0130,CW,812,897,1313,2314,1312,1434
KUUUT0134,CCW,0,0,0,0,0,0
KUUUT0134,CW,0,0,0,0,0,0
KUUUT0136,CCW,0,0,0,0,0,0
KUUUT0136,CW,0,0,0,0,0,0
KUUUT0138,CCW,1972,1992,3556,72,56,60
KUUUT0138,CW,1433,1434,2607,734,366,592
KUUUT0140,CCW,1366,1503,2529,983,536,687
KUUUT0140,CW,1232,1280,2339,1323,741,983
KUUUT0142,CCW,1985,1969,3573,263,117,174
KUUUT0142,CW,1540,1518,2777,1331,794,1133
KUUUT0144,CCW,0,0,0,0,0,0
KUUUT0144,CW,0,0,0,0,0,0
KUUUT0146,CCW,0,0,0,0,0,0
KUUUT0146,CW,0,0,0,0,0,0
KUUUT0148,CCW,1362,1510,2561,166,102,129
KUUUT0148,CW,1199,1324,2318,789,420,432
KUUUT0151,CCW,1149,1322,2279,439,254,315
KUUUT0151,CW,1365,1459,2412,3177,1844,2150
KUUUT0153,CCW,795,829,1303,951,556,633
KUUUT0153,CW,672,714,1141,3926,2053,2989
KUUUT0155,CCW,1334,1461,2585,106,79,117
KUUUT0155,CW,970,1073,1795,1053,755,866
KUUUT0157,CCW,1791,1852,3334,59,50,61
KUUUT0157,CW,1378,1351,2512,396,186,253
MYC_E1.1,CCW,0,0,0,0,0,0
MYC_E1.1,CW,1345,1490,2543,623,430,365
MYC_E1.2,CCW,0,0,0,0,0,0
MYC_E1.2,CW,582,523,761,1047,611,692
MYC_E1.3,CCW,13,19,19,24,16,10
MYC_E1.3,CW,761,879,1288,3232,1247,1616
MYC_E1.4,CCW,11,7,9,10,4,12
MYC_E1.4,CW,581,593,805,2152,1105,1583
MYC_E1.5,CCW,46,36,46,2,1,1
MYC_E1.5,CW,1058,1148,1982,350,233,262
MYC_E1,CCW,309,307,355,2120,1417,2186
MYC_E1,CW,429,422,466,2885,1824,2398
MYC_E2.1,CCW,0,0,0,0,0,0
MYC_E2.1,CW,1297,1447,2396,587,253,356
