ID,Dir,DNA1,DNA2,DNA3,RNA1,RNA2,RNA3
KNGUT0035,CW,2018,2235,3820,964,464,683
KNGUT0036,CCW,2174,2254,3991,638,481,589
KNGUT0036,CW,2178,2218,4029,1143,705,879
KNGUT0037,CCW,0,0,0,0,0,0
KNGUT0037,CW,0,0,0,0,0,0
KNGUT0038,CCW,1270,1318,2220,557,314,380
KNGUT0038,CW,712,796,1423,881,481,681
KNGUT0039,CCW,2165,2182,4084,186,119,103
KNGUT0039,CW,2533,2553,4585,610,296,411
KNGUT0040,CCW,1913,2182,3730,1807,1104,1509
KNGUT0040,CW,1579,1673,3159,1259,655,796
KNGUT0041,CCW,2171,2245,3880,475,319,409
KNGUT0041,CW,2036,2048,3791,2010,1130,1479
KNGUT0042,CCW,1,0,0,0,0,0
KNGUT0042,CW,0,0,0,0,0,0
KNGUT0043,CCW,2361,2486,4454,224,152,143
KNGUT0043,CW,1784,1804,3311,1150,656,834
KNGUT0044,CCW,2299,2180,4025,843,525,628
KNGUT0044,CW,2254,2283,3928,2145,1145,1708
KNGUT0045,CCW,1415,1485,2595,702,342,346
KNGUT0045,CW,1188,1378,2406,1723,1193,1420
KNGUT0046,CCW,2684,2731,4887,878,639,649
KNGUT0046,CW,2226,2213,3942,2250,1208,1786
KNGUT0047,CCW,1224,1181,2102,14,8,13
KNGUT0047,CW,890,853,1630,129,67,62
KNGUT0048,CCW,831,800,1307,672,309,514
KNGUT0048,CW,188,203,292,122,88,88
KNGUT0050,CCW,2054,2056,3752,70,42,42
KNGUT0050,CW,1939,1926,3556,71,34,44
KNGUT0051,CCW,2908,2853,4999,315,198,257
KNGUT0051,CW,2619,2607,4745,1796,1196,1189
KNGUT0052,CCW,1547,1669,2799,40,11,32
KNGUT0052,CW,1768,1635,2841,438,146,179
KNGUT0053,CCW,1689,1674,3126,359,236,279
KNGUT0053,CW,2084,2198,3987,1877,1177,1369
KNGUT0054,CCW,1768,1964,3413,1576,1028,1122
KNGUT0054,CW,222,273,407,2037,1582,1821
KNGUT0056,CCW,1119,1037,1947,242,188,189
KNGUT0056,CW,583,536,1058,414,242,317
KNGUT0057,CCW,1531,1602,2863,440,274,351
KNGUT0057,CW,1829,1944,3337,1726,1002,1069
KNGUT0059,CCW,2481,2575,4689,384,252,286
KNGUT0059,CW,1860,1807,3469,278,132,181
KNGUT0060,CCW,2933,2965,5510,702,406,480
KNGUT0060,CW,3588,3746,6929,2194,1179,1439
KNGUT0062,CCW,0,0,0,0,0,0
KNGUT0062,CW,0,0,0,0,0,0
KNGUT0063,CCW,2011,1901,3358,143,83,77
KNGUT0063,CW,1775,1788,3232,653,372,381
KNGUT0065,CCW,1,1,0,0,0,0
KNGUT0065,CW,0,0,0,0,0,0
KNGUT0066,CCW,2296,2426,4228,517,318,350
KNGUT0066,CW,2162,2191,3784,529,320,317
KNGUT0068,CCW,1507,1759,3157,154,83,101
KNGUT0068,CW,1809,1841,3373,860,464,445
KNGUT0069,CCW,0,0,0,0,0,0
KNGUT0069,CW,0,0,0,0,0,0
KNGUT0071,CCW,1617,1778,3064,1060,701,932
KNGUT0071,CW,1039,1077,1961,1146,658,909
KNGUT0072,CCW,1954,1938,3529,756,544,569
KNGUT0072,CW,1905,2001,3675,1966,1143,1284
KNGUT0074,CCW,2029,2129,3863,1532,804,1070
KNGUT0074,CW,1237,1250,2360,1142,722,753
KNGUT0078,CCW,2045,2104,3747,108,39,58
KNGUT0078,CW,1954,2000,3722,2192,1459,1838
KNGUT0080,CCW,0,0,0,0,0,0
KNGUT0080,CW,0,0,0,0,0,0
KNGUT0082,CCW,2104,2242,3725,532,308,421
KNGUT0082,CW,2009,2073,3786,1053,609,543
KNGUT0084,CCW,3279,3570,6486,551,331,440
KNGUT0084,CW,3063,3267,5981,1825,1029,1240
KNGUT0085,CCW,2533,2486,4541,655,357,391
KNGUT0085,CW,2532,2591,4431,3489,2191,2574
KNGUT0087,CCW,2302,2550,4499,1993,1083,1395
KNGUT0087,CW,1201,1232,2329,978,608,679
KNGUT0088,CCW,2241,2388,4302,145,76,108
KNGUT0088,CW,2803,2830,5259,417,201,215
KNGUT0090,CCW,1890,1945,3778,366,230,219
KNGUT0090,CW,2576,2781,5120,1183,644,669
KNGUT0091,CCW,1414,1565,2797,210,106,143
KNGUT0091,CW,1418,1491,2902,1298,646,1001
KNGUT0094,CCW,1964,2042,3628,313,187,242
KNGUT0094,CW,2753,2830,5018,1001,458,512
KNGUT0095,CCW,2485,2589,4535,192,111,97
KNGUT0095,CW,1551,1618,2924,424,357,376
KNGUT0097,CCW,2668,2856,5078,50,26,24
KNGUT0097,CW,1752,1751,3110,364,341,260
KNGUT0098,CCW,0,1,0,0,1,0
KNGUT0098,CW,0,0,0,0,0,0
KNGUT0100,CCW,2190,2314,4142,613,362,413
KNGUT0100,CW,1347,1504,2670,2765,1691,1908
KNGUT0102,CCW,0,0,0,0,0,0
KNGUT0102,CW,0,0,0,0,0,0
KNGUT0104,CCW,0,0,0,0,0,0
KNGUT0104,CW,0,0,0,0,0,0
KNGUT0105,CCW,2003,1929,3609,17,3,6
KNGUT0105,CW,2012,2019,3532,151,93,157
KNGUT0107,CCW,1936,2078,3690,124,69,89
KNGUT0107,CW,1287,1224,2374,1127,588,821
KNGUT0108,CCW,1765,1882,3375,595,287,368
KNGUT0108,CW,1452,1507,2721,331,169,213
KNGUT0111,CCW,2378,2338,4518,70,37,49
KNGUT0111,CW,2421,2390,4414,847,483,654
KNGUT0112,CCW,1434,1619,2820,74,61,51
KNGUT0112,CW,1026,950,1912,1212,741,949
KNGUT0114,CCW,1924,1895,3696,308,195,210
KNGUT0114,CW,2424,2340,4335,558,325,303
KNGUT0115,CCW,2536,2570,4437,165,136,109
KNGUT0115,CW,2638,2441,4557,520,402,450
KNGUT0118,CCW,2217,2328,4285,457,278,371
KNGUT0118,CW,2157,2142,3803,1732,1041,1347
KNGUT0119,CCW,1933,2029,3621,67,51,35
KNGUT0119,CW,2566,2703,4665,1161,593,731
KNGUT0122,CCW,2166,2282,4036,37,12,22
KNGUT0122,CW,1163,1303,2279,64,16,35
KNGUT0123,CCW,1637,1576,3108,303,163,197
KNGUT0123,CW,1527,1484,2942,1070,580,788
KNGUT0125,CCW,2103,2060,4049,504,323,356
KNGUT0125,CW,2316,2394,4443,2185,1444,1675
KNGUT0126,CCW,3225,3227,5502,63,37,41
KNGUT0126,CW,2989,2952,5307,2167,1313,1367
KNGUT0128,CCW,2085,2178,3856,19,3,14
KNGUT0128,CW,1038,1047,1889,617,349,329
KNGUT0129,CCW,1660,1685,3108,198,89,139
KNGUT0129,CW,868,939,1627,260,172,160
KNGUT0130,CCW,1645,1810,3348,270,177,213
KNGUT0130,CW,2444,2359,4618,31,10,16
KNGUT0131,CCW,2607,2759,4771,119,62,43
KNGUT0131,CW,2730,2758,4862,2189,1279,1323
KNGUT0132,CCW,1661,1620,3076,75,30,42
KNGUT0132,CW,2480,2547,4625,1557,774,965
KNGUT0134,CCW,1941,1957,3624,579,371,379
KNGUT0134,CW,1832,1791,3357,1178,757,778
KNGUT0136,CCW,0,0,0,0,0,0
KNGUT0136,CW,0,0,0,0,0,0
KNGUT0138,CCW,0,0,0,0,0,0
KNGUT0138,CW,0,0,0,0,0,0
KSSAT0003,CCW,918,941,1790,451,251,366
KSSAT0003,CW,1004,1155,1955,856,553,721
KSSAT0004B,CCW,0,0,0,0,0,0
KSSAT0004B,CW,1241,1237,2200,382,248,297
KSSAT0004C,CCW,48,27,47,4,0,2
KSSAT0004C,CW,1237,1349,2434,1162,673,696
KSSAT0004,CCW,1305,1434,2315,2182,1589,2300
KSSAT0004,CW,902,1018,1675,278,177,232
KSSAT0005,CCW,844,798,1329,394,198,268
KSSAT0005,CW,1043,1067,1829,754,334,439
KSSAT0006,CCW,1621,1841,2953,241,152,198
KSSAT0006,CW,1139,1274,2097,4627,2904,4098
KSSAT0007,CCW,1155,1263,2139,415,274,390
KSSAT0007,CW,1364,1472,2528,98,76,67
KSSAT0008,CCW,1490,1411,2669,115,67,70
KSSAT0008,CW,1433,1485,2701,1402,786,1125
KSSAT0009,CCW,1591,1793,2997,45,67,102
KSSAT0009,CW,712,809,1489,591,319,375
KSSAT0010,CCW,995,1079,1874,518,355,586
KSSAT0010,CW,904,995,1712,592,313,520
KSSAT0012,CCW,1348,1481,2388,159,116,167
KSSAT0012,CW,1118,1133,1936,261,149,203
KSSAT0013,CCW,1761,1793,3309,19,7,3
KSSAT0013,CW,2028,2000,3557,174,68,109
KSSAT0014,CCW,1410,1494,2545,142,84,117
KSSAT0014,CW,1215,1262,2284,1388,805,1012
KSSAT0016,CCW,0,0,0,0,0,0
KSSAT0016,CW,0,0,0,0,0,0
KSSAT0017,CCW,0,0,0,0,0,0
KSSAT0017,CW,0,0,0,0,0,0
KSSAT0018,CCW,0,0,0,0,0,0
KSSAT0018,CW,0,0,0,0,0,0
KSSAT0020,CCW,0,0,0,0,0,0
KSSAT0020,CW,0,0,0,0,0,0
KSSAT0021,CCW,1878,1864,3577,153,58,91
KSSAT0021,CW,1633,1654,3232,986,662,1150
KSSAT0022,CCW,1411,1502,2673,745,466,645
KSSAT0022,CW,885,930,1549,362,268,253
KSSAT0024,CCW,1462,1406,2248,63,74,132
KSSAT0024,CW,1058,1086,1615,25,67,162
KSSAT0025,CCW,0,0,0,0,0,0
KSSAT0025,CW,0,0,0,0,0,0
KSSAT0026,CCW,987,1025,1757,548,325,441
KSSAT0026,CW,1417,1514,2774,1117,729,992
KSSAT0027,CCW,279,339,509,32,10,23
KSSAT0027,CW,268,277,422,75,51,67
KSSAT0028,CCW,0,0,0,0,0,0
KSSAT0028,CW,0,0,0,0,0,0
KSSAT0029,CCW,1843,1906,3372,57,36,29
KSSAT0029,CW,1377,1511,2625,532,290,390
KSSAT0030B,CCW,0,0,0,0,0,0
KSSAT0030B,CW,1226,1351,2248,549,298,340
KSSAT0030C,CCW,39,24,31,0,0,0
KSSAT0030,CCW,1249,1327,2211,800,442,559
KSSAT0030C,CW,843,810,1184,395,229,375
KSSAT0030,CW,2929,3119,5529,1491,778,1113
KSSAT0031,CCW,2048,2095,3714,280,137,214
KSSAT0031,CW,1161,1132,2221,719,413,536
KSSAT0033,CCW,0,0,0,0,0,0
KSSAT0033,CW,0,0,0,0,1,0
KSSAT0034,CCW,0,0,0,0,0,0
KSSAT0034,CW,0,0,0,0,0,0
KSSAT0035,CCW,0,0,0,0,0,0
KSSAT0035,CW,0,0,0,0,0,0
KSSAT0037,CCW,1541,1505,2645,164,103,91
KSSAT0037,CW,1348,1284,2418,657,357,485
KSSAT0038,CCW,1350,1432,2485,576,385,560
KSSAT0038,CW,1405,1475,2435,667,411,536
KSSAT0039B,CCW,0,0,0,0,0,0
KSSAT0039B,CW,1665,1517,2907,886,584,756
KSSAT0039C,CCW,15,14,13,0,1,0
KSSAT0039,CCW,1512,1554,2599,1067,593,771
KSSAT0039C,CW,1735,1779,3231,969,538,709
KSSAT0039,CW,1498,1507,2879,1229,635,913
KSSAT0040B,CCW,0,0,0,0,0,0
KSSAT0040B,CW,2429,2413,4445,1784,1068,1246
KSSAT0040C,CCW,14,16,13,3,0,4
KSSAT0040,CCW,1701,1888,3215,1080,680,949
KSSAT0040C,CW,2340,2124,4151,1947,1240,1459
KSSAT0040,CW,1550,1562,2707,2486,1559,2261
KSSAT0041,CCW,2291,2555,4452,181,201,339
KSSAT0041,CW,1879,2014,3554,2120,1386,1512
KSSAT0042,CCW,1392,1502,2718,19,18,18
KSSAT0042,CW,1868,2097,3562,158,175,255
KSSAT0043,CCW,1379,1452,2574,682,441,563
KSSAT0043,CW,1646,1780,3190,1595,885,1259
KSSAT0044,CCW,2227,2283,4291,50,24,33
KSSAT0044,CW,1775,1869,3254,879,461,761
KSSAT0045,CCW,2334,2300,4114,113,110,148
KSSAT0045,CW,3000,3156,5317,1601,1075,1428
KSSAT0046,CCW,86,78,47,12,13,16
KSSAT0046,CW,94,85,93,12,3,3
KSSAT0047,CCW,0,0,0,0,0,0
KSSAT0047,CW,0,0,0,0,0,0
KSSAT0049,CCW,1700,1714,3185,44,23,38
KSSAT0049,CW,1673,1783,3222,213,187,150
KSSAT0050,CCW,1433,1666,2850,125,87,127
KSSAT0050,CW,1320,1326,2456,321,159,270
KSSAT0051,CCW,1861,1876,3386,436,318,319
KSSAT0051,CW,1557,1644,2933,1365,853,1231
KSSAT0052,CCW,1323,1458,2711,317,218,303
KSSAT0052,CW,1266,1351,2238,524,356,404
KSSAT0053,CCW,0,0,0,0,0,0
KSSAT0053,CW,0,0,0,0,0,0
KSSAT0054,CCW,1967,2022,3623,70,31,83
KSSAT0054,CW,1344,1345,2431,1762,1184,1393
KSSAT0055,CCW,2068,2119,3891,337,210,297
KSSAT0055,CW,2087,2146,3837,1959,1170,1402
KSSAT0056,CCW,938,1043,1760,728,343,559
KSSAT0056,CW,974,1018,1671,1337,781,1007
KSSAT0058,CCW,1649,1710,3211,554,501,803
KSSAT0058,CW,2471,2501,4742,151,120,101
KSSAT0059,CCW,0,0,0,0,0,0
KSSAT0059,CW,0,0,0,0,0,0
KSSAT0060,CCW,1176,1217,2102,104,53,83
KSSAT0060,CW,2186,2153,3999,1453,977,1251
KSSAT0061,CCW,0,0,0,0,0,0
KSSAT0061,CW,0,0,0,0,0,0
KSSAT0062,CCW,0,0,0,0,0,0
KSSAT0062,CW,1,0,1,0,1,0
KSSAT0063,CCW,1079,1097,1789,47,31,47
KSSAT0063,CW,692,598,746,12,6,19
KSSAT0064,CCW,1952,2072,3760,23,4,22
KSSAT0064,CW,1547,1519,2810,953,620,849
KSSAT0065,CCW,1947,2002,3680,374,224,248
KSSAT0065,CW,2321,2404,4341,1458,838,1077
KSSAT0066,CCW,1351,1422,2715,410,352,547
KSSAT0066,CW,2115,2223,4004,1868,1226,1575
KSSAT0067,CCW,1478,1635,2677,204,85,142
KSSAT0067,CW,1137,1192,2059,528,261,333
KSSAT0068,CCW,0,0,0,0,0,0
KSSAT0068,CW,0,0,0,0,0,0
KSSAT0069,CCW,953,910,1745,508,339,540
KSSAT0069,CW,1824,1921,3358,753,474,477
KSSAT0070,CCW,983,1123,1875,210,90,166
KSSAT0070,CW,1055,1076,1883,1094,595,932
KSSAT0071,CCW,829,801,1455,177,80,150
KSSAT0071,CW,1326,1418,2476,195,89,83
KSSAT0075,CCW,548,416,368,41,17,43
KSSAT0075,CW,465,542,837,609,348,583
KSSAT0076,CCW,1741,1877,3237,557,508,623
KSSAT0076,CW,1103,1277,2011,318,192,236
KSSAT0077,CCW,1341,1375,2437,125,49,59
KSSAT0077,CW,1637,1731,3219,1038,640,718
KSSAT0079,CCW,1621,1774,2954,637,397,607
KSSAT0079,CW,1735,1789,3369,1122,628,929
KSSAT0081,CCW,1924,2049,3670,320,162,203
KSSAT0081,CW,1786,1790,3349,700,495,615
KSSAT0084,CCW,19,21,35,2,1,2
KSSAT0084,CW,432,424,768,297,209,310
KSSAT0085,CCW,1343,1441,2569,42,33,49
KSSAT0085,CW,1913,2147,3852,2118,1463,1897
KSSAT0087,CCW,0,0,0,0,0,0
KSSAT0087,CW,0,0,0,0,0,0
KSSAT0089,CCW,1371,1530,2679,117,80,113
KSSAT0089,CW,1192,1274,2212,2121,1248,1457
KSSAT0093,CCW,1175,1141,2038,118,95,114
KSSAT0093,CW,1321,1405,2438,487,330,332
KSSAT0095,CCW,1798,1809,3269,304,195,245
KSSAT0095,CW,1938,1986,3805,417,264,277
KSSAT0098,CCW,0,0,0,0,0,0
KSSAT0098,CW,0,0,0,0,0,0
KSSAT0099,CCW,1384,1545,2764,132,83,116
KSSAT0099,CW,1706,1921,3313,120,68,64
KSSAT0101,CCW,1534,1603,3003,95,67,71
KSSAT0101,CW,1913,2094,3923,2241,1314,1739
KSSAT0102,CCW,1,0,0,6,6,2
KSSAT0102,CW,0,0,0,0,0,0
KSSAT0104,CCW,1621,1770,3165,64,76,50
KSSAT0104,CW,1176,1174,2156,133,104,118
KSSAT0106,CCW,0,0,0,0,0,0
KSSAT0106,CW,0,0,0,0,0,0
KSSAT0108,CCW,0,0,0,0,0,0
KSSAT0108,CW,0,0,0,0,0,0
KSSAT0110,CCW,1862,1783,3352,383,430,522
KSSAT0110,CW,1432,1477,2678,1037,589,786
KSSAT0112,CCW,0,0,0,0,0,0
KSSAT0112,CW,0,0,0,0,0,0
KSSAT0113,CCW,2402,2612,4816,68,33,29
KSSAT0113,CW,2263,2425,4363,1591,915,1131
KSSAT0117,CCW,0,0,0,0,0,0
KSSAT0117,CW,0,0,0,0,0,0
KSSAT0118,CCW,1427,1549,2874,8,1,3
KSSAT0118,CW,770,835,1372,5,8,2
KSSAT0120,CCW,0,0,0,0,0,0
KSSAT0120,CW,0,0,0,0,0,0
KSSAT0121,CCW,1341,1407,2670,198,88,153
KSSAT0121,CW,1686,1641,2794,888,563,718
KSSAT0127,CCW,0,0,0,0,0,0
KSSAT0127,CW,0,0,0,0,0,0
KSSAT0128,CCW,0,0,0,0,0,0
KSSAT0128,CW,0,0,0,0,0,0
KSSAT0131,CCW,1687,1946,3310,225,72,143
KSSAT0131,CW,1511,1677,2979,102,32,54
KSSAT0133,CCW,0,0,0,0,0,0
KSSAT0133,CW,0,0,0,0,0,0
KSSAT0138,CCW,1414,1718,2837,726,419,525
KSSAT0138,CW,1297,1409,2366,657,342,577
KSSAT0139,CCW,0,0,0,0,0,0
KSSAT0139,CW,0,0,0,0,0,0
KSSAT0142,CCW,2349,2414,4155,36,43,47
KSSAT0142,CW,1632,1722,3101,1459,775,1092
KSSAT0143,CCW,1766,1782,3156,667,375,536
KSSAT0143,CW,1740,1867,3332,1577,827,900
KSSAT0147,CCW,292,322,440,23,15,29
KSSAT0147,CW,254,231,346,24,19,17
KSSAT0149,CCW,1578,1770,3182,68,28,61
KSSAT0149,CW,1277,1393,2544,4,0,2
KSSAT0153,CCW,0,0,0,0,0,0
KSSAT0153,CW,0,0,0,0,0,0
KSSAT0154,CCW,1227,1400,2465,892,515,782
KSSAT0154,CW,1261,1258,2350,149,92,102
KSSAT0156B,CCW,0,0,0,0,0,0
KSSAT0156B,CW,1311,1296,2300,75,39,76
KSSAT0156C,CCW,43,24,39,1,2,0
KSSAT0156,CCW,1415,1462,2440,79,42,69
KSSAT0156C,CW,1810,1818,3262,339,147,220
KSSAT0156,CW,1087,1182,2008,142,118,154
KSSAT0158,CCW,0,0,0,0,0,0
KSSAT0158,CW,0,0,0,0,0,0
KSSUT0001,CCW,0,0,0,0,0,0
KSSUT0001,CW,0,0,0,0,0,0
KSSUT0002,CCW,1497,1620,2875,42,33,42
KSSUT0002,CW,1507,1593,2701,405,211,247
KSSUT0004B,CCW,0,0,0,0,0,0
KSSUT0004B,CW,1386,1458,2624,586,278,416
KSSUT0004C,CCW,39,28,21,0,1,0
KSSUT0004,CCW,1097,1092,1991,997,642,820
KSSUT0004C,CW,2304,2339,4455,501,291,337
KSSUT0004,CW,1706,1692,2959,563,280,319
KSSUT0005,CCW,1282,1372,2312,1877,1079,1484
KSSUT0005,CW,1339,1417,2465,1963,1273,1282
KSSUT0006,CCW,0,0,0,0,0,0
KSSUT0006,CW,0,0,0,0,0,0
KSSUT0007,CCW,1671,1846,3202,453,245,332
KSSUT0007,CW,1325,1413,2527,560,370,314
KSSUT0008,CCW,462,452,722,1025,567,704
KSSUT0008,CW,144,153,251,335,137,236
KSSUT0009,CCW,0,0,0,0,0,0
KSSUT0009,CW,0,0,0,0,0,0
KSSUT0010,CCW,1337,1502,2560,109,129,142
KSSUT0010,CW,1932,1993,3765,1118,681,940
KSUAE0001,CCW,1075,1235,2052,161,96,132
KSUAE0001,CW,648,681,1166,121,62,69
KSUAE0002,CCW,2018,2174,3731,237,170,157
KSUAE0002,CW,2716,2743,4833,2121,1309,1804
KSUAE0003B,CCW,0,0,0,0,0,0
KSUAE0003B,CW,1627,1745,3029,5930,3479,4517
KSUAE0003C,CCW,46,49,58,6,3,3
KSUAE0003,CCW,1116,1162,1889,1247,705,1086
KSUAE0003C,CW,1407,1477,2681,1337,814,997
KSUAE0003,CW,665,736,1291,1461,866,1265
KSUAE0004,CCW,0,0,0,0,0,0
KSUAE0004,CW,0,0,0,0,0,0
KSUAT0001,CCW,1743,1817,3227,616,544,621
KSUAT0001,CW,2185,2292,4256,1580,861,1202
KSUAT0002,CCW,1790,1899,3456,180,127,143
KSUAT0002,CW,2404,2630,4644,1668,1011,1276
KSUAT0003,CCW,1199,1249,2202,96,87,63
KSUAT0003,CW,914,892,1689,259,180,259
KSUAT0004,CCW,1261,1287,2223,574,403,481
KSUAT0004,CW,1456,1409,2556,1807,1022,1428
KSUAT0005,CCW,1386,1433,2541,1241,731,1147
KSUAT0005,CW,895,939,1526,809,442,664
KSUAT0006,CCW,0,0,0,0,0,0
KSUAT0006,CW,0,0,0,0,0,0
KSUAT0007,CCW,0,0,0,0,0,0
KSUAT0007,CW,0,0,0,0,0,0
KSUAT0008,CCW,1016,1101,1874,308,131,225
KSUAT0008,CW,956,1085,1790,706,370,689
KSUAT0009B,CCW,0,0,0,0,0,0
KSUAT0009B,CW,1568,1620,2884,27,23,20
KSUAT0009C,CCW,19,20,13,0,3,1
KSUAT0009,CCW,1326,1233,1972,55,17,54
KSUAT0009C,CW,2054,2271,3927,1064,670,914
KSUAT0009,CW,1115,1120,1554,556,335,540
KSUAT0010,CCW,1525,1575,2770,45,33,49
KSUAT0010,CW,927,960,1720,681,407,721
KSUAT0011,CCW,1501,1635,2783,552,280,584
KSUAT0011,CW,1826,1811,3053,724,386,716
KSUAT0012,CCW,0,0,0,0,0,0
KSUAT0012,CW,0,0,0,0,0,0
KSUAT0013,CCW,1811,1815,3337,78,31,32
KSUAT0013,CW,2353,2242,4076,3617,2141,3010
KSUAT0014,CCW,1238,1369,2400,635,460,416
KSUAT0014,CW,1226,1278,2253,544,283,339
KSUAT0015,CCW,1801,1963,3425,15,2,11
KSUAT0015,CW,1698,1609,2987,965,489,621
KSUAT0016,CCW,847,804,1085,40,29,73
KSUAT0016,CW,568,617,818,4,3,8
KSUAT0017,CCW,0,0,0,0,0,0
KSUAT0017,CW,0,0,0,0,0,0
KSUAT0018,CCW,0,0,0,0,0,0
KSUAT0018,CW,0,0,0,0,0,0
KSUAT0019,CCW,0,0,0,0,0,0
KSUAT0019,CW,0,0,0,0,0,0
KSUAT0020,CCW,538,559,1036,86,46,51
KSUAT0020,CW,320,354,661,237,119,211
KSUAT0022,CCW,1576,1637,2912,786,549,589
KSUAT0022,CW,1460,1492,2681,1060,634,727
KSUAT0023,CCW,1790,1835,3440,1900,1366,2038
KSUAT0023,CW,2201,2241,4142,779,458,505
KSUAT0024,CCW,1439,1496,2664,640,391,578
KSUAT0024,CW,1665,1778,3124,818,603,831
KSUAT0025,CCW,1617,1668,3037,358,197,320
KSUAT0025,CW,2085,2302,4044,1199,545,939
KSUAT0026,CCW,0,0,0,0,0,0
KSUAT0026,CW,0,0,0,0,0,0
KSUAT0027,CCW,0,0,0,0,0,0
KSUAT0027,CW,0,0,0,0,0,0
KSUAT0028,CCW,0,0,0,0,0,0
KSUAT0028,CW,0,0,0,0,0,0
KSUAT0029,CCW,2008,2312,3852,190,96,90
KSUAT0029,CW,1367,1492,2595,24,26,32
KSUAT0031,CCW,0,0,0,0,0,0
KSUAT0031,CW,0,0,0,0,0,0
KSUAT0032,CCW,278,262,319,44,47,24
KSUAT0032,CW,201,184,200,43,46,25
KSUAT0035,CCW,1355,1555,2512,184,114,166
KSUAT0035,CW,953,1076,1781,1036,649,885
KSUAT0037,CCW,991,883,1101,71,61,101
KSUAT0037,CW,691,567,615,38,18,36
KSUAT0038,CCW,0,0,0,0,0,0
KSUAT0038,CW,0,0,0,0,0,0
KSUAT0039,CCW,0,0,0,0,0,0
KSUAT0039,CW,0,0,0,0,1,0
KSUAT0040,CCW,1721,1912,3295,101,74,149
KSUAT0040,CW,1483,1631,2686,579,386,463
KSUAT0042,CCW,1441,1513,2787,425,243,348
KSUAT0042,CW,1582,1757,3101,1614,1078,1247
KSUAT0043,CCW,0,0,0,0,0,0
KSUAT0043,CW,0,0,0,0,0,0
KSUAT0045,CCW,989,1063,1770,252,176,223
KSUAT0045,CW,1012,1173,1996,913,411,566
KSUAT0046,CCW,0,0,0,0,0,0
KSUAT0046,CW,0,0,0,1,0,0
KSUAT0047,CCW,0,0,0,0,0,0
KSUAT0047,CW,0,0,0,0,0,0
KSUAT0048,CCW,0,0,0,0,0,0
KSUAT0048,CW,0,0,0,0,0,0
KSUAT0049,CCW,1752,1804,3192,144,78,102
KSUAT0049,CW,1690,1869,3092,1266,823,1418
KSUAT0050,CCW,1716,1850,3386,201,133,93
KSUAT0050,CW,1784,1874,3200,1385,906,1152
KSUAT0051,CCW,1397,1558,2677,245,153,204
KSUAT0051,CW,1476,1642,2755,411,206,247
KSUAT0052,CCW,860,949,1478,201,152,201
KSUAT0052,CW,576,637,1097,404,255,319
KSUAT0053,CCW,0,0,0,0,0,0
KSUAT0053,CW,0,0,0,0,0,0
KSUAT0054,CCW,1302,1479,2398,97,36,67
KSUAT0054,CW,1323,1496,2427,331,208,385
KSUAT0055,CCW,1759,1860,3245,52,67,91
KSUAT0055,CW,1805,1803,3420,47,72,75
KSUAT0057,CCW,839,954,1376,1388,865,1223
KSUAT0057,CW,727,825,1144,1856,981,1372
KSUAT0058,CCW,1563,1561,2750,724,454,823
KSUAT0058,CW,1523,1629,2811,756,433,615
KSUAT0060,CCW,810,911,1577,51,12,39
KSUAT0060,CW,1438,1531,2807,1897,1025,1677
KSUAT0062,CCW,0,0,0,0,0,0
KSUAT0062,CW,0,0,0,0,0,0
KSUAT0064,CCW,0,0,0,0,0,0
KSUAT0064,CW,0,0,0,0,0,0
KSUAT0065,CCW,1956,2229,3868,212,106,163
KSUAT0065,CW,1491,1604,3054,314,135,160
KSUAT0067,CCW,1185,1317,2353,233,165,235
KSUAT0067,CW,1050,1151,1965,311,206,338
KSUAT0068,CCW,1801,2074,3610,685,385,697
KSUAT0068,CW,2025,1999,3664,251,179,172
KSUAT0071,CCW,1677,1844,3198,486,491,582
KSUAT0071,CW,1744,1807,3329,688,295,419
KSUAT0073,CCW,0,0,0,0,0,0
KSUAT0073,CW,0,0,0,0,0,0
KSUAT0074,CCW,1988,2001,3607,595,353,457
KSUAT0074,CW,1487,1560,2779,1142,591,943
KSUAT0076,CCW,0,0,0,0,0,0
KSUAT0076,CW,0,0,0,0,0,0
KSUAT0077,CCW,0,0,0,0,0,0
KSUAT0077,CW,0,0,0,0,0,0
KSUAT0078,CCW,1348,1569,2485,410,259,397
KSUAT0078,CW,943,1061,1846,292,212,312
KSUAT0079,CCW,1955,2041,3688,7,6,0
KSUAT0079,CW,1949,2037,3815,232,130,145
KSUAT0080,CCW,1470,1371,2119,2,4,1
KSUAT0080,CW,1639,1479,2437,183,108,205
KSUAT0082,CCW,1428,1544,2760,155,100,218
KSUAT0082,CW,976,1217,1954,200,146,184
KSUAT0083,CCW,1938,2084,3737,639,486,601
KSUAT0083,CW,1804,2020,3399,654,358,452
KSUAT0084,CCW,0,0,0,0,0,0
KSUAT0084,CW,0,0,0,0,0,0
KSUAT0085,CCW,0,0,0,0,0,0
KSUAT0085,CW,0,0,0,0,0,0
KSUAT0086,CCW,87,71,74,12,19,12
KSUAT0086,CW,538,469,468,315,212,195
KSUAT0087,CCW,1597,1653,2869,363,270,315
KSUAT0087,CW,972,989,1814,1461,844,1208
KSUAT0092,CCW,1208,1307,2220,16,10,11
KSUAT0092,CW,874,908,1517,679,358,623
KSUAT0093,CCW,1659,1759,3012,161,85,101
KSUAT0093,CW,1262,1296,2398,953,492,774
KSUAT0096,CCW,0,0,0,0,0,0
